,Unnamed: 0,honors,experience,gpa,scholarship_tag,scholarship_name
161,161,0,3,3.48,10,Beasiswa Bakti BCA
162,162,3,2,3.28,10,Beasiswa Bakti BCA
163,163,0,3,3.49,10,Beasiswa Bakti BCA
164,164,0,4,3.84,10,Beasiswa Bakti BCA
165,165,4,3,3.41,10,Beasiswa Bakti BCA
166,166,3,4,3.85,10,Beasiswa Bakti BCA
167,167,1,4,3.9,10,Beasiswa Bakti BCA
168,168,2,2,3.93,10,Beasiswa Bakti BCA
169,169,0,3,3.82,10,Beasiswa Bakti BCA
170,170,0,4,3.86,10,Beasiswa Bakti BCA
171,171,1,2,3.26,10,Beasiswa Bakti BCA
172,172,2,4,3.75,10,Beasiswa Bakti BCA
173,173,0,2,3.99,10,Beasiswa Bakti BCA
174,174,0,4,3.69,10,Beasiswa Bakti BCA
175,175,2,2,3.87,10,Beasiswa Bakti BCA
176,176,0,3,3.36,10,Beasiswa Bakti BCA
177,177,1,3,3.4,10,Beasiswa Bakti BCA
178,178,0,3,3.88,10,Beasiswa Bakti BCA
179,179,2,3,3.55,10,Beasiswa Bakti BCA
180,180,0,1,3.97,10,Beasiswa Bakti BCA
181,181,3,2,3.62,10,Beasiswa Bakti BCA
182,182,2,3,3.53,10,Beasiswa Bakti BCA
183,183,0,3,3.28,10,Beasiswa Bakti BCA
184,184,1,4,3.86,10,Beasiswa Bakti BCA
185,185,2,2,3.47,10,Beasiswa Bakti BCA
186,186,1,2,3.92,10,Beasiswa Bakti BCA
187,187,4,4,3.96,10,Beasiswa Bakti BCA
188,188,2,3,3.73,10,Beasiswa Bakti BCA
189,189,0,3,3.74,10,Beasiswa Bakti BCA
190,190,0,3,3.99,10,Beasiswa Bakti BCA
191,191,0,3,3.93,10,Beasiswa Bakti BCA
192,192,1,4,3.81,10,Beasiswa Bakti BCA
193,193,0,3,3.25,10,Beasiswa Bakti BCA
194,194,0,2,3.5,10,Beasiswa Bakti BCA
195,195,0,4,3.27,10,Beasiswa Bakti BCA
196,196,4,3,3.74,10,Beasiswa Bakti BCA
197,197,1,2,3.77,10,Beasiswa Bakti BCA
198,198,4,3,3.48,10,Beasiswa Bakti BCA
199,199,0,4,3.54,10,Beasiswa Bakti BCA
200,200,1,3,3.86,10,Beasiswa Bakti BCA
201,201,1,3,3.27,10,Beasiswa Bakti BCA
202,202,4,1,3.61,10,Beasiswa Bakti BCA
203,203,0,4,3.36,10,Beasiswa Bakti BCA
204,204,1,2,3.39,10,Beasiswa Bakti BCA
205,205,0,3,3.96,10,Beasiswa Bakti BCA
206,206,0,2,3.46,10,Beasiswa Bakti BCA
207,207,0,4,3.33,10,Beasiswa Bakti BCA
208,208,0,4,3.65,10,Beasiswa Bakti BCA
209,209,0,4,3.39,10,Beasiswa Bakti BCA
210,210,2,3,3.65,10,Beasiswa Bakti BCA
211,211,3,2,3.73,10,Beasiswa Bakti BCA
212,212,0,2,3.31,10,Beasiswa Bakti BCA
213,213,0,2,3.89,10,Beasiswa Bakti BCA
214,214,0,4,3.38,10,Beasiswa Bakti BCA
215,215,0,4,3.42,10,Beasiswa Bakti BCA
216,216,2,2,3.66,10,Beasiswa Bakti BCA
217,217,1,2,3.88,10,Beasiswa Bakti BCA
218,218,0,4,3.85,10,Beasiswa Bakti BCA
219,219,0,4,3.36,10,Beasiswa Bakti BCA
220,220,0,3,3.73,10,Beasiswa Bakti BCA
221,221,0,3,3.51,10,Beasiswa Bakti BCA
222,222,4,3,3.69,10,Beasiswa Bakti BCA
223,223,0,4,3.85,10,Beasiswa Bakti BCA
224,224,1,4,3.69,10,Beasiswa Bakti BCA
225,225,3,2,3.52,10,Beasiswa Bakti BCA
226,226,3,2,3.41,10,Beasiswa Bakti BCA
227,227,0,2,3.92,10,Beasiswa Bakti BCA
228,228,2,3,3.48,10,Beasiswa Bakti BCA
229,229,2,2,3.88,10,Beasiswa Bakti BCA
230,230,0,2,3.25,10,Beasiswa Bakti BCA
231,231,1,3,3.48,10,Beasiswa Bakti BCA
232,232,2,1,3.96,10,Beasiswa Bakti BCA
233,233,0,3,3.59,10,Beasiswa Bakti BCA
234,234,0,1,3.52,10,Beasiswa Bakti BCA
235,235,1,2,3.74,10,Beasiswa Bakti BCA
236,236,3,3,3.5,10,Beasiswa Bakti BCA
237,237,0,3,3.54,10,Beasiswa Bakti BCA
238,238,1,4,3.74,10,Beasiswa Bakti BCA
239,239,0,4,3.37,10,Beasiswa Bakti BCA
240,240,2,4,3.82,10,Beasiswa Bakti BCA
241,241,2,3,3.91,10,Beasiswa Bakti BCA
242,242,0,3,3.31,10,Beasiswa Bakti BCA
243,243,1,2,3.77,10,Beasiswa Bakti BCA
244,244,0,2,3.38,10,Beasiswa Bakti BCA
245,245,0,4,3.35,10,Beasiswa Bakti BCA
246,246,4,2,3.45,10,Beasiswa Bakti BCA
247,247,0,3,3.98,10,Beasiswa Bakti BCA
248,248,3,3,3.37,10,Beasiswa Bakti BCA
249,249,2,2,3.94,10,Beasiswa Bakti BCA
250,250,0,4,3.89,10,Beasiswa Bakti BCA
251,251,1,4,3.4,10,Beasiswa Bakti BCA
252,252,0,4,3.29,10,Beasiswa Bakti BCA
253,253,3,2,3.8,10,Beasiswa Bakti BCA
254,254,3,3,3.84,10,Beasiswa Bakti BCA
255,255,3,2,3.74,10,Beasiswa Bakti BCA
256,256,4,3,3.7,10,Beasiswa Bakti BCA
257,257,3,4,3.84,10,Beasiswa Bakti BCA
258,258,1,3,3.82,10,Beasiswa Bakti BCA
259,259,1,3,3.8,10,Beasiswa Bakti BCA
260,260,0,1,3.49,10,Beasiswa Bakti BCA
261,261,0,1,3.36,10,Beasiswa Bakti BCA
262,262,0,4,3.72,10,Beasiswa Bakti BCA
263,263,0,2,3.91,10,Beasiswa Bakti BCA
264,264,3,4,3.96,10,Beasiswa Bakti BCA
265,265,1,3,3.98,10,Beasiswa Bakti BCA
266,266,0,2,3.43,10,Beasiswa Bakti BCA
267,267,4,4,3.46,10,Beasiswa Bakti BCA
268,268,0,2,3.92,10,Beasiswa Bakti BCA
269,269,2,2,3.25,10,Beasiswa Bakti BCA
270,270,2,2,3.44,10,Beasiswa Bakti BCA
271,271,0,3,3.38,10,Beasiswa Bakti BCA
272,272,0,3,3.4,10,Beasiswa Bakti BCA
273,273,2,3,3.89,10,Beasiswa Bakti BCA
274,274,2,3,3.68,10,Beasiswa Bakti BCA
275,275,3,4,3.55,10,Beasiswa Bakti BCA
276,276,0,4,3.36,10,Beasiswa Bakti BCA
277,277,3,2,3.67,10,Beasiswa Bakti BCA
278,278,0,2,3.71,10,Beasiswa Bakti BCA
279,279,0,4,3.5,10,Beasiswa Bakti BCA
280,280,0,2,3.34,10,Beasiswa Bakti BCA
281,281,3,3,3.5,10,Beasiswa Bakti BCA
282,282,0,2,3.38,10,Beasiswa Bakti BCA
283,283,3,2,3.36,10,Beasiswa Bakti BCA
284,284,0,3,3.94,10,Beasiswa Bakti BCA
285,285,0,1,3.37,10,Beasiswa Bakti BCA
286,286,4,2,3.34,10,Beasiswa Bakti BCA
287,287,4,3,3.99,10,Beasiswa Bakti BCA
288,288,0,3,3.74,10,Beasiswa Bakti BCA
289,289,0,2,3.31,10,Beasiswa Bakti BCA
290,290,0,3,3.49,10,Beasiswa Bakti BCA
291,291,0,3,3.74,10,Beasiswa Bakti BCA
292,292,2,3,3.47,10,Beasiswa Bakti BCA
293,293,1,4,3.71,10,Beasiswa Bakti BCA
294,294,0,4,3.79,10,Beasiswa Bakti BCA
295,295,0,1,3.25,10,Beasiswa Bakti BCA
296,296,1,1,3.54,10,Beasiswa Bakti BCA
297,297,0,2,3.36,10,Beasiswa Bakti BCA
298,298,3,3,3.43,10,Beasiswa Bakti BCA
299,299,2,1,3.48,10,Beasiswa Bakti BCA
300,300,4,3,3.48,10,Beasiswa Bakti BCA
301,301,2,4,3.77,10,Beasiswa Bakti BCA
302,302,1,4,3.87,10,Beasiswa Bakti BCA
303,303,0,2,3.4,10,Beasiswa Bakti BCA
304,304,1,3,3.4,10,Beasiswa Bakti BCA
305,305,2,1,3.32,10,Beasiswa Bakti BCA
306,306,4,3,3.58,10,Beasiswa Bakti BCA
307,307,0,3,3.43,10,Beasiswa Bakti BCA
308,308,0,2,3.75,10,Beasiswa Bakti BCA
309,309,0,2,3.36,10,Beasiswa Bakti BCA
310,310,0,4,3.25,10,Beasiswa Bakti BCA
311,311,4,2,3.72,10,Beasiswa Bakti BCA
312,312,0,3,3.26,10,Beasiswa Bakti BCA
313,313,0,2,3.3,10,Beasiswa Bakti BCA
314,314,3,4,3.65,10,Beasiswa Bakti BCA
315,315,1,3,3.49,10,Beasiswa Bakti BCA
316,316,2,2,3.38,10,Beasiswa Bakti BCA
317,317,0,2,3.72,10,Beasiswa Bakti BCA
318,318,1,2,3.96,10,Beasiswa Bakti BCA
319,319,0,4,3.74,10,Beasiswa Bakti BCA
320,320,3,3,3.55,10,Beasiswa Bakti BCA
321,321,0,2,3.66,10,Beasiswa Bakti BCA
322,322,4,2,3.49,10,Beasiswa Bakti BCA
323,323,3,2,3.64,10,Beasiswa Bakti BCA
324,324,3,4,3.42,10,Beasiswa Bakti BCA
325,325,0,4,3.68,10,Beasiswa Bakti BCA
326,326,4,4,3.98,10,Beasiswa Bakti BCA
327,327,4,2,3.4,10,Beasiswa Bakti BCA
328,328,0,2,3.52,10,Beasiswa Bakti BCA
329,329,3,2,3.47,10,Beasiswa Bakti BCA
330,330,2,4,3.33,10,Beasiswa Bakti BCA
331,331,2,3,3.26,10,Beasiswa Bakti BCA
332,332,0,2,3.68,10,Beasiswa Bakti BCA
333,333,0,3,3.41,10,Beasiswa Bakti BCA
334,334,0,4,3.3,10,Beasiswa Bakti BCA
335,335,0,3,3.83,10,Beasiswa Bakti BCA
336,336,0,4,3.33,10,Beasiswa Bakti BCA
337,337,0,4,3.82,10,Beasiswa Bakti BCA
338,338,0,4,3.36,10,Beasiswa Bakti BCA
339,339,0,2,3.38,10,Beasiswa Bakti BCA
340,340,3,4,3.99,10,Beasiswa Bakti BCA
341,341,0,3,3.72,10,Beasiswa Bakti BCA
342,342,1,3,3.4,10,Beasiswa Bakti BCA
343,343,3,2,3.86,10,Beasiswa Bakti BCA
344,344,0,2,3.47,10,Beasiswa Bakti BCA
345,345,2,2,3.28,10,Beasiswa Bakti BCA
346,346,3,3,3.53,10,Beasiswa Bakti BCA
347,347,4,3,3.98,10,Beasiswa Bakti BCA
348,348,3,3,3.94,10,Beasiswa Bakti BCA
349,349,3,2,3.88,10,Beasiswa Bakti BCA
350,350,2,4,3.85,10,Beasiswa Bakti BCA
351,351,0,3,3.41,10,Beasiswa Bakti BCA
352,352,1,3,3.71,10,Beasiswa Bakti BCA
353,353,1,4,3.78,10,Beasiswa Bakti BCA
354,354,0,4,3.59,10,Beasiswa Bakti BCA
355,355,2,2,3.29,10,Beasiswa Bakti BCA
356,356,0,3,3.38,10,Beasiswa Bakti BCA
357,357,1,2,3.96,10,Beasiswa Bakti BCA
358,358,1,2,3.43,10,Beasiswa Bakti BCA
359,359,3,4,3.58,10,Beasiswa Bakti BCA
360,360,1,3,3.72,10,Beasiswa Bakti BCA
361,361,0,3,3.83,10,Beasiswa Bakti BCA
362,362,0,2,3.35,10,Beasiswa Bakti BCA
363,363,0,3,3.32,10,Beasiswa Bakti BCA
364,364,2,3,3.29,10,Beasiswa Bakti BCA
365,365,0,2,3.5,10,Beasiswa Bakti BCA
366,366,0,2,3.3,10,Beasiswa Bakti BCA
367,367,0,3,3.81,10,Beasiswa Bakti BCA
368,368,0,3,3.86,10,Beasiswa Bakti BCA
369,369,1,2,3.53,10,Beasiswa Bakti BCA
370,370,0,3,3.39,10,Beasiswa Bakti BCA
371,371,3,3,3.75,10,Beasiswa Bakti BCA
372,372,0,3,3.67,10,Beasiswa Bakti BCA
373,373,0,2,3.89,10,Beasiswa Bakti BCA
374,374,2,2,3.34,10,Beasiswa Bakti BCA
375,375,0,4,3.43,10,Beasiswa Bakti BCA
376,376,0,4,3.3,10,Beasiswa Bakti BCA
377,377,4,3,3.99,10,Beasiswa Bakti BCA
378,378,2,4,3.95,10,Beasiswa Bakti BCA
379,379,2,3,3.87,10,Beasiswa Bakti BCA
380,380,3,3,3.54,10,Beasiswa Bakti BCA
381,381,3,3,3.74,10,Beasiswa Bakti BCA
382,382,0,4,3.41,10,Beasiswa Bakti BCA
383,383,0,2,3.49,10,Beasiswa Bakti BCA
384,384,0,2,3.4,10,Beasiswa Bakti BCA
385,385,0,2,3.78,10,Beasiswa Bakti BCA
386,386,0,3,3.59,10,Beasiswa Bakti BCA
387,387,2,1,3.54,10,Beasiswa Bakti BCA
388,388,1,3,3.33,10,Beasiswa Bakti BCA
389,389,0,1,3.46,10,Beasiswa Bakti BCA
390,390,2,1,3.52,10,Beasiswa Bakti BCA
391,391,2,3,3.92,10,Beasiswa Bakti BCA
392,392,0,3,3.91,10,Beasiswa Bakti BCA
393,393,1,2,3.54,10,Beasiswa Bakti BCA
394,394,1,1,3.38,10,Beasiswa Bakti BCA
395,395,0,1,3.31,10,Beasiswa Bakti BCA
396,396,3,4,3.56,10,Beasiswa Bakti BCA
397,397,3,1,3.72,10,Beasiswa Bakti BCA
398,398,2,4,3.83,10,Beasiswa Bakti BCA
399,399,4,3,3.95,10,Beasiswa Bakti BCA
400,400,2,4,3.48,10,Beasiswa Bakti BCA
401,401,1,3,3.67,10,Beasiswa Bakti BCA
402,402,2,2,3.33,10,Beasiswa Bakti BCA
403,403,0,2,3.91,10,Beasiswa Bakti BCA
404,404,1,2,3.94,10,Beasiswa Bakti BCA
405,405,2,3,3.5,10,Beasiswa Bakti BCA
406,406,0,2,3.69,10,Beasiswa Bakti BCA
407,407,0,2,3.88,10,Beasiswa Bakti BCA
408,408,1,3,3.64,10,Beasiswa Bakti BCA
409,409,0,4,3.56,10,Beasiswa Bakti BCA
410,410,0,3,3.86,10,Beasiswa Bakti BCA
411,411,0,3,3.78,10,Beasiswa Bakti BCA
412,412,3,4,3.69,10,Beasiswa Bakti BCA
413,413,4,3,3.42,10,Beasiswa Bakti BCA
414,414,2,3,3.32,10,Beasiswa Bakti BCA
415,415,0,2,3.42,10,Beasiswa Bakti BCA
416,416,0,2,3.31,10,Beasiswa Bakti BCA
417,417,0,3,3.83,10,Beasiswa Bakti BCA
418,418,3,2,3.41,10,Beasiswa Bakti BCA
419,419,0,2,3.84,10,Beasiswa Bakti BCA
420,420,0,4,3.9,10,Beasiswa Bakti BCA
421,421,0,2,3.55,10,Beasiswa Bakti BCA
422,422,0,2,3.34,10,Beasiswa Bakti BCA
423,423,0,1,3.88,10,Beasiswa Bakti BCA
424,424,0,4,3.77,10,Beasiswa Bakti BCA
425,425,0,3,3.33,10,Beasiswa Bakti BCA
426,426,1,4,3.8,10,Beasiswa Bakti BCA
427,427,0,4,3.43,10,Beasiswa Bakti BCA
428,428,3,3,3.98,10,Beasiswa Bakti BCA
429,429,1,2,3.89,10,Beasiswa Bakti BCA
430,430,2,1,3.65,10,Beasiswa Bakti BCA
431,431,0,4,3.32,10,Beasiswa Bakti BCA
432,432,0,2,3.38,10,Beasiswa Bakti BCA
433,433,1,3,3.93,10,Beasiswa Bakti BCA
434,434,0,3,3.55,10,Beasiswa Bakti BCA
435,435,0,3,3.31,10,Beasiswa Bakti BCA
436,436,1,1,3.94,10,Beasiswa Bakti BCA
437,437,0,3,3.97,10,Beasiswa Bakti BCA
438,438,2,1,3.4,10,Beasiswa Bakti BCA
439,439,2,2,3.96,10,Beasiswa Bakti BCA
440,440,1,2,3.91,10,Beasiswa Bakti BCA
441,441,0,4,3.31,10,Beasiswa Bakti BCA
442,442,1,3,3.37,10,Beasiswa Bakti BCA
443,443,3,3,3.26,10,Beasiswa Bakti BCA
444,444,3,2,3.95,10,Beasiswa Bakti BCA
445,445,2,1,3.3,10,Beasiswa Bakti BCA
446,446,0,3,3.4,10,Beasiswa Bakti BCA
447,447,2,1,3.29,10,Beasiswa Bakti BCA
448,448,0,1,3.96,10,Beasiswa Bakti BCA
449,449,0,2,3.39,10,Beasiswa Bakti BCA
450,450,2,3,3.78,10,Beasiswa Bakti BCA
451,451,0,3,3.74,10,Beasiswa Bakti BCA
452,452,0,3,3.86,10,Beasiswa Bakti BCA
453,453,0,3,3.86,10,Beasiswa Bakti BCA
454,454,0,2,3.72,10,Beasiswa Bakti BCA
455,455,0,2,3.82,10,Beasiswa Bakti BCA
456,456,3,4,3.92,10,Beasiswa Bakti BCA
457,457,0,3,3.74,10,Beasiswa Bakti BCA
458,458,0,2,3.63,10,Beasiswa Bakti BCA
459,459,3,3,3.47,10,Beasiswa Bakti BCA
460,460,2,3,3.58,10,Beasiswa Bakti BCA
461,461,0,1,3.78,10,Beasiswa Bakti BCA
462,462,0,3,3.77,10,Beasiswa Bakti BCA
463,463,2,3,3.96,10,Beasiswa Bakti BCA
464,464,1,2,3.88,10,Beasiswa Bakti BCA
465,465,3,2,3.26,10,Beasiswa Bakti BCA
466,466,0,3,3.9,10,Beasiswa Bakti BCA
467,467,3,2,3.53,10,Beasiswa Bakti BCA
468,468,0,3,3.56,10,Beasiswa Bakti BCA
469,469,2,4,3.5,10,Beasiswa Bakti BCA
470,470,1,3,3.96,10,Beasiswa Bakti BCA
471,471,0,4,3.59,10,Beasiswa Bakti BCA
472,472,1,3,3.86,10,Beasiswa Bakti BCA
473,473,2,1,3.31,10,Beasiswa Bakti BCA
474,474,3,3,3.75,10,Beasiswa Bakti BCA
475,475,2,3,3.82,10,Beasiswa Bakti BCA
476,476,1,2,3.96,10,Beasiswa Bakti BCA
477,477,0,3,3.37,10,Beasiswa Bakti BCA
478,478,1,2,3.36,10,Beasiswa Bakti BCA
479,479,1,2,3.43,10,Beasiswa Bakti BCA
480,480,1,2,3.38,10,Beasiswa Bakti BCA
481,481,2,1,3.84,10,Beasiswa Bakti BCA
482,482,0,3,3.47,10,Beasiswa Bakti BCA
483,483,1,4,3.45,10,Beasiswa Bakti BCA
484,484,1,4,3.73,10,Beasiswa Bakti BCA
485,485,0,3,3.64,10,Beasiswa Bakti BCA
486,486,1,3,3.65,10,Beasiswa Bakti BCA
487,487,2,3,3.35,10,Beasiswa Bakti BCA
488,488,0,3,3.87,10,Beasiswa Bakti BCA
489,489,0,2,3.61,10,Beasiswa Bakti BCA
490,490,4,4,3.42,10,Beasiswa Bakti BCA
491,491,1,2,3.66,10,Beasiswa Bakti BCA
492,492,3,4,3.41,10,Beasiswa Bakti BCA
493,493,0,2,3.41,10,Beasiswa Bakti BCA
494,494,3,2,3.66,10,Beasiswa Bakti BCA
495,495,0,3,3.99,10,Beasiswa Bakti BCA
496,496,1,4,3.57,10,Beasiswa Bakti BCA
