honors,experiences,gpa,scholarship_tag,scholarship_name
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
0,1,3.25,10,Beasiswa BCA
