Column1;Volunteers;Internships;National_Honor;National_Top3;International_Honor;International_Top3;Certification;Professional_Certification;Scholarships;Scholarship_Type;Scholarship_Name;GPA
0;33;28;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.94
0;26;17;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.93
0;28;33;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.83
0;32;2;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.45
0;29;34;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;35;7;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.41
0;46;17;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.9
0;50;20;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.43
0;32;2;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.21
0;31;5;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.36
0;26;9;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.4
0;36;32;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.23
0;44;39;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.6
0;43;17;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.07
0;39;16;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.34
0;39;29;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.26
0;26;15;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.45
0;43;7;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.98
0;37;41;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.23
0;35;15;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.79
0;32;37;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.31
0;48;22;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.93
0;44;42;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;31;42;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.61
0;49;42;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.37
0;30;11;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;54;16;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.12
0;42;11;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.82
0;55;15;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.83
0;55;36;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.22
0;20;31;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.54
0;38;3;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.62
0;33;27;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.18
0;49;28;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;54;2;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.58
0;37;32;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.11
0;33;8;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.25
0;52;5;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.59
0;32;9;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.71
0;41;27;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.16
0;27;32;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.34
0;47;29;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.99
0;21;2;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.85
0;41;7;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;20;28;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.31
0;45;29;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.91
0;54;17;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.82
0;53;23;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.21
0;35;35;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.35
0;46;18;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.98
0;29;13;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.81
0;35;12;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.99
0;41;6;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.42
0;50;19;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.63
0;47;9;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.54
0;44;17;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.35
0;27;7;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.47
0;41;15;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.48
0;25;29;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.64
0;22;30;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.99
0;27;30;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.56
0;44;7;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.49
0;22;33;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.6
0;45;35;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.72
0;40;20;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.51
0;29;40;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.31
0;32;10;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.17
0;43;10;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.16
0;42;10;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.12
0;30;4;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.16
0;47;14;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.26
0;38;35;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.69
0;49;20;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.24
0;23;30;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.26
0;33;37;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.05
0;48;23;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.9
0;23;8;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.32
0;25;18;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.47
0;55;8;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.32
0;55;11;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.23
0;40;17;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.52
0;22;24;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.28
0;34;23;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3
0;24;42;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.4
0;51;11;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.7
0;22;28;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.91
0;50;13;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.94
0;35;36;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.65
0;20;19;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.37
0;20;32;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.97
0;44;11;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.69
0;29;13;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.45
0;54;10;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.37
0;29;39;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.47
0;37;6;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.22
0;34;30;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;49;23;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.64
0;54;10;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.53
0;40;38;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.78
0;54;22;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.54
0;34;33;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.73
0;54;42;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.5
0;27;4;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.55
0;43;15;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.7
0;44;31;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.64
0;48;30;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.37
0;50;14;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.76
0;35;42;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.22
0;43;37;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.99
0;55;6;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.07
0;43;32;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;55;6;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.83
0;24;15;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.89
0;32;30;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.24
0;52;36;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.13
0;54;14;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.02
0;45;19;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.71
0;51;35;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.22
0;27;9;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.86
0;50;23;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.64
0;49;21;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.7
0;31;32;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.05
0;52;3;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.35
0;23;22;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.12
0;31;23;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;26;27;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.46
0;53;25;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.09
0;42;41;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.03
0;44;35;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.12
0;53;3;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.15
0;52;35;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3
0;47;36;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.63
0;38;5;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.84
0;53;25;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.71
0;27;16;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.79
0;48;14;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.8
0;47;26;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.77
0;46;31;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.55
0;27;18;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.92
0;31;5;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.75
0;40;21;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.16
0;48;30;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.04
0;25;22;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.19
0;22;14;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.05
0;41;15;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.54
0;53;16;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.43
0;27;13;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.94
0;34;11;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.69
0;32;30;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.19
0;39;40;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.52
0;22;10;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.17
0;23;20;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.06
0;44;41;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.28
0;27;15;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.55
0;44;40;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.47
0;28;17;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.43
0;26;39;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.76
0;48;12;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];4
0;27;20;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.45
0;43;13;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.69
0;48;17;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.09
0;31;2;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.32
0;41;34;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;53;3;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.55
0;26;14;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.84
0;39;4;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.06
0;48;18;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.34
0;36;30;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.26
0;29;42;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.8
0;40;3;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.12
0;30;17;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.93
0;37;14;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.4
0;39;39;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.95
0;52;6;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.85
0;30;32;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.61
0;44;30;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.1
0;30;19;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.67
0;35;15;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.78
0;48;10;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.88
0;25;19;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.24
0;24;39;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.95
0;20;31;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.01
0;33;36;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.18
0;38;12;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.32
0;49;26;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.17
0;41;16;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.88
0;34;38;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.99
0;36;33;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.32
0;44;30;3;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.3
0;33;32;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.11
0;44;22;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.74
0;49;24;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.07
0;38;12;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.47
0;22;14;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3
0;47;20;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.23
0;23;11;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.86
0;36;35;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.82
0;43;34;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.58
0;23;31;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.71
0;39;31;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.31
0;25;36;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.07
0;23;38;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.76
0;45;25;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.46
0;29;21;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.71
0;22;36;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.37
0;25;15;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.59
0;55;18;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.22
0;46;5;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.4
0;29;21;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.25
0;55;38;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.05
0;30;34;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.92
0;47;41;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.84
0;53;23;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.5
0;42;12;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.93
0;33;35;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.35
0;36;38;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.23
0;22;40;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.51
0;36;16;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.23
0;54;3;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.86
0;32;32;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.92
0;38;32;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.54
0;39;14;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.78
0;36;30;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.18
0;24;11;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.06
0;34;42;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.96
0;49;13;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.75
0;45;40;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.01
0;37;27;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.83
0;53;11;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.89
0;55;7;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.26
0;20;32;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.04
0;53;37;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.83
0;40;27;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.24
0;35;41;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.85
0;27;25;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.79
0;21;22;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.11
0;50;38;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.19
0;32;43;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.03
0;24;15;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.89
0;43;4;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.61
0;27;37;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.39
0;34;42;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.72
0;25;34;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;50;19;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.23
0;23;14;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.2
0;27;35;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.16
0;28;42;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.29
0;37;38;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.76
0;33;10;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.75
0;33;28;3;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.05
0;50;34;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.26
0;29;40;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.26
0;20;34;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.88
0;39;20;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3
0;33;9;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.65
0;20;17;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.37
0;42;39;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.8
0;31;43;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.57
0;34;18;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.4
0;26;25;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.06
0;20;18;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.04
0;55;42;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.31
0;38;41;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.52
0;50;42;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.62
0;41;21;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.45
0;27;3;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.1
0;39;14;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.48
0;29;26;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.99
0;37;33;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.3
0;53;32;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.84
0;53;27;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.02
0;55;9;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.95
0;43;7;0;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.28
0;30;22;0;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.58
0;40;5;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.7
0;39;23;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.1
0;36;11;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.31
0;29;16;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.2
0;54;36;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.52
0;22;34;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.42
0;34;30;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.67
0;40;32;1;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.96
0;23;19;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.31
0;33;16;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.86
0;29;22;2;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.56
0;28;43;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.34
0;54;41;3;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.69
0;55;10;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.72
0;22;22;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.59
0;40;24;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.78
0;46;10;0;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.4
0;40;19;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.1
0;53;8;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.31
0;49;23;2;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.48
0;23;10;3;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.86
0;27;24;2;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.8
0;49;22;3;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.78
0;50;36;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.55
0;52;24;1;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.72
0;37;35;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.29
0;41;28;1;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.77
0;40;22;1;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.44
0;41;2;2;2;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.49
0;29;39;0;0;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.58
0;49;18;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.24
0;32;19;1;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.92
0;23;16;0;2;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.05
0;46;9;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.42
0;45;42;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.57
0;30;18;2;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.9
0;29;12;2;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.08
0;53;23;3;1;0;0;0;0;[10];[1];['Beasiswa Baznas'];3.6
0;32;33;0;0;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.06
0;26;38;1;1;0;0;0;1;[10];[1];['Beasiswa Baznas'];3.53
